,text,fake
1652,"Some of these and the many other causes can lead to terminal stages of Secondary Biliary Cirrhosis 20. A liver biopsy is usually not necessary for diagnosis and, as in diagnosis of PBC, it has limited uses. It has being used to establish the diagnosis of small duct PSC especially when imaging studies are normal. It has also been used to discard concurrent diseases, to stage lesions, and to monitor progression and response to treatment 21, 22.",0
1653,"Goldman et al., 2001 applied 80 to 330 V at 100 pps voltages to diabetic patients suffering inframaleolar ischemic wounds with increased microcirculation and promotion of their wound healing.",0
1654,"They are rare and include 1, 8, 12-15: Inherent complications in therapeutic procedures including polypectomy, dilatations, hemostasis, and foreign body extraction.",0
1655,"Moreover, sea urchins are known to play a role in carbon removal , and, thus, in the growth and maintenance of reef ecosystems .",0
1656,"The treatment of choice, intravenous steroids, is effective in 90% of these patients. In refractory cases it is necessary to use lymphocyte eradication therapy.",0
1657,"The equipment, procedure, and quality control were the same as used to determine water Sr and Ca.",0
1658,"When α=0, FGT0 calculates the proportion of people under the poverty line; until today this is the unidimensional measurement of poverty most commonly used at the international level.",0
1659,"This also allowed them to build an image for the victorious country which allowed it to despise in some way the rest of the countries in the region, basically thinking of itself as a greater power.",0
1660,"Several authors in many different countries have documented the landscape preferences of local inhabitants. in Spain; in Australia; in Brazil, who studied the farmers' landscape preferences, on a gradient from urban to natural areas, noting a greater preference for natural and urban landscapes, but not for rural and ""own"" landscapes, to which were accustomed.",0
1661,"No major or minor complications fever, abdominal pain, odynophagia, ileum were registered.",0
1662,"As said by , p. 51:",0
1663,"Implementing the proposed procedure for detecting and automatic replacement of abnormal pixels was carried out using MATLAB, mainly using its Digital Image Processing toolbox Mathworks, 2007 and was organised in detail as shown in the following steps:",0
1664,During the 1952 and 1982 period the latter interval being used as the reference that projects the trend all municipalities showed ageing levels proportion of the population over 65 years below the national average.,0
1665,"1. In it you can see the head of this inventor, engineer, poet and architect faceted in hundreds of triangles, forming what looks like a geodesic dome like those that had made him famous throughout the world.",0
1666,Environmental law has already been applied for more than 20 years.,0
1667,"Furthermore, there was a clear increase of glycosylated hemoglobin levels, and specially fasting insulinemia, statistically significant in the glucose intolerance group, adding the evidence that shows that PCOS patients present with a steady state of insulin resistant.",0
1668,New approaches and strategies currently address several areas and systems. These approaches are based on the understanding of the different fibrogenic pathways involved.,0
1669,"The scale developed by anesthesiologist Virginia Apgar in 1952 may be considered as a pioneer test for determining neonatal health after anesthetic, and even non-anesthetic interventions.",0
1670,"The feminine activism in the struggle against alcohol, which led to drafting of the “The Dry Laws” of 1910 is well documented.",0
1671,"It remains for us to consider the agreement or disagreement between saying and doing, i.e., between the criteria that they state they take into account and the criteria that they actually use to select a credible site.",0
1672,"In fact, there are bioinformatic programs, for example Hubba, for identifying these nodes from an interactome 33.",0
1673,This situation impacts the financial market in which financial intermediaries act as the economic agents through which resources are allocated to finance production.,0
1674,The total possible score ranges from 0 to 100.,0
1675,"In neonates with respiratory failure, vascular access is through the neck, with catheterization of the internal jugular artery and the common carotid artery.",0
1676,The sensitivity to change of a scale is the degree to which one obtains different results in repeated applications of the instrument when there has been a real change in the phenomenon it purports to measure.,0
1677,"Currently, it is recommended to suspect Clostridium difficile infection in IBD patients with severe activity and presence of risk factors. In these cases the ELISA test for toxins A and B in fecal samples must be requested upon admission to make an early diagnosis and begin early treatment to prevent complications such as toxic megacolon and serious surgery.",0
1678,"The first suggestion is the designation of authors, their order, and - thus - their responsibilities at the beginning of the drafting of the manuscript.",0
1679,It has also been established that average perforation time is reduced to 22 days 16.,0
1680,"Parallel to this process unfolding on the international level, in Colombia, policies were being developed and concern was growing for ways to intervene in childhood.",0
1681,"It should be highlighted that oxygen-exposed rats were also positive to this marker, indicating oxygen's potential neurotoxicity and induced apoptotic neuronal death at this development stage.",0
1682,Details concerning geogrids will be explained later on.,0
1683,"The tool was applied by two expert reviewers, one of them external to the study.",0
1684,Thrombotic occlusion causes ischemic necrosis or sinusoidal congestion changes.,0
1685,"This concept must intertwine with other definitions such as exclusion, the individuals', home and/or communities conditions that can be negatively affected in their response capacity to the environment changes.",0
1686,"Women deceases from external causes, were mainly caused by homicides, according to a rate of 13.6 per each hundred thousand feminine inhabitants of the city and for transit accidents the rate was of 7.8 per each hundred thousand inhabitants.",0
1687,The chapter concludes with a call from the author to remember that the fundamental goal must be the economic welfare of Latin American economies in light of the changes brought on by the most recent crisis.,0
1688,"Many studies conducted with pure bacterial cultures, dental plaque suspension and in situ pH measurements have established the fact that xylitol meets all criteria to be used as dental caries preventive agent.",0
1689,"Genetic and family history revealed it to be a single, isolated case in the family.",0
1690,"According to the authors, this silence has at least three consequences: the risk of an increase in unsafe abortions, deepening inequalities in access to abortion, particularly impacting the poorest, and the limited supply of legal abortion.",0
1691,E-mail address lunavero@yahoo.com Á.,0
1692,"In this proposal, the integer part of η· keeps its original implementation , while the fractional part is implemented using an FIR filter to approximate it Laakso et al., 1996.",0
1693,Evaluation of Incidence and Severity of P pannosa,0
1694,The philosopher and political scientist Francis Fukuyama called transhumanism the most dangerous idea for democratic systems and describes it as a threat to human essence that contravenes the principle of equality of all men.,0
1695,"Based on this criterion, the following tools could be said to provide a robust measure of patient empowerment: DES-28, PAM, PES2, GCOS-24, Patient Empowerment in long-term conditions, and the Diabetes empowerment questionnaire.",0
1696,"In Embase, the search with the bibliographic list of other publications allowed us to find 12 other studies, but theses writings did not refer to the theme, or they would not fulfill the inclusion criteria or were new in relation to PubMed.",0
1697,"The most frequently reported type of abuse in the department of Antioquia was psychological, similar to findings in Washington and Cuba. Being ignored by a person the elderly individual lives with, or the elderly person feeling their emotional needs were neglected, or that they were prevented from having contact with family and friends, or shouted at, insulted, intimidated or threatened are characteristics of this type of abuse.",0
1698,"Resection with reconstruction, be it immediate or secondary, is useful for low degree or refractory stages. In the present case, a subtotal hemi-maxillectomy was performed following Cordeiro et al s classification Table II, which includes 3-5 walls including the palate.",0
1699,The absence of local recurrences for up to 5 years reported in the study reinforces the evidence of the absence of lymphatic invasions of the disease in type 0.,0
1700,"As such, other sectors also found their economic niches brought by cholera, such as shelters against the disease. Also in this case, publicity was related to cholera prevention:",0
1701,"Therefore, the Food and Drug Administration included a drug label warning for intrathecal baclofen withdrawal syndrome in April 2002.",0
1702,Perhaps this may be the strategy that will pave the way to encourage the generalized use of ultrasound in the medium term.,0
1703,"The purpose of this work was to implement an Utstein-style cardiac arrest registry, similar to the ones suggested by ILCOR, at San Juan de Dios Hospital SJDH in Cali, in order to gather data on the reality of cardiorespiratory arrest during the period between July and October, 2010.",0
1704,A positive Chagas disease diagnosis has a psychological impact on those affected.,0
1705,"This typology did not reach the interest of the companies that applied to the tender, generating instead great expectations among the architects.",0
1706,"This was to be expected, since this mix has no metallic fiber addition.",0
1707,"In order to achieve this, we use information provided by the National Institute of Statistics, Geography and Computing INEGI, the National Council of Population, the National Institute of Migration INM and two surveys on flows in which El Colegio de la Frontera Norte takes part.",0
1708,"For instance, in the RIBA's Plan of Work, brief evolves since an ""initial brief"" until a ""detailed project brief"" and this evolution occurs in parallel with the development of conceptual and scheme design Kamara et al., 2001; RIBA, 2007. Kamara et al.",0
1709,Introduction,0
1710,"Moreover prevalence of gingivitis was higher than that reported by Treviño et al and Murrieta et al. An apparent cause could be the practice of deficient hygiene habits, since, as, reported before, half of the assessed children had never attended a dental office; this would give rise to lack of hygiene and prevention knowledge in both parents and children.",0
1711,"That time, as for her current candidature to the Senate, the Arhuaco organization gave her its support.",0
1712,"From the theoretical consideration that children are a marital specific investment, we would expect a decline in the rate of marriages to reduce fertility and increase the rate of induced abortion.",0
1713,"According to Silva 2006, the values showed an acceptable accuracy for estimating the relative humidity for a specific location, and a good performance when the interest is to estimate average values.",0
1714,"These variables are consistent with the factors that have traditionally been associated with the variability of practice in medical studies, such as the population-dependent factors, the health system-dependent factors and the clinician-dependent factors.",0
1715,Edaphic factors: soil is a physical-biological system that acts in complex ways on vegetation.,0
1716,"Progress in putting into practice the Kampala Declaration and the Agenda for Global Action is, therefore, patchy, both in relation to different domains of health workforce development, and across countries and regions.60",0
1717,"For this reason, they shed light on the discussion about the perspectives and challenges of Social Work.",0
1718,A similar situation has been reported in Cuba and other countries affected by the epidemic.,0
1719,A potential association between the dendrometric characteristics and the bird species in Pinus caribaea in Cuba has not been studied so far.,0
1720,"Presently, there is a worldwide wealth of empirical knowledge related to the existence of a ""quiet revolution"" favoring active economic policies of a Keynesian nature Calderón, 2011, p.",0
1721,"1999. The Management System in Bogota assigns an identification code to each infrastructure element platform, pavement carriage way, spacer and bike-path, which is known as Road Identification Code CIV that is geo-referenced in IDU's data base and can be looked up from a GIS platform system Geographical Information System, as shown in Figure 6.",0
1722,"The name of these diseases is the first obstacle that the patient must face, since the disease is denominated according to its prevalence: they are rare because they affect five in every 10,000 people in the European Union.",0
1723,"Conceiving science teaching from a discursive perspective allows, on the one hand, making explicit the language used by scientists and adapting its uses and interpretations to different contexts of application.",0
1724,"That is to say, from the diffused cognitive-emotional experience passing through its codification in a linguistic sign, until reaching its maximum complexity in a hyper-generalized symbol.",0
1725,"At this point, work intensified, workloads were no longer respected, and wage degradation worsened working conditions.",0
1726,Information was available only for 23 patients.,0
1727,With this method it is not necessary to move the attachment when applying coagulation current and the tension of the fibers helps in the process of cutting.,0
1728,Warmed Lactated Ringer's solution is the most frequently used irrigation fluid.,0
1729,"With a relative index of 0.790, the ""Specification"" factor was ranked first, whereas the same factor was ranked 38 among the overall eighty three factors.",0
1730,"However, only 12% of the instruments has been assessed empirically.Many of them include assessment of elements related to the report and design of the trial and not directly to the bias.",0
1731,"The objective in the second phase was to address the reality of e-dates within the context in which they take place , thereby complementing the primary discursive information generated in the group dynamics.",0
1732,The diastolic blood pressure was 80.44 + 9.79 soon after laryngoscopy and intubation and 80.75 +8.27 at 5 minute after intubation.,0
1733,Interviewee: Because I haven't enrolled them. Because they stayed at home every day.,0
1734,"Urb., which are a source of food for the birds.",0
1735,"Such decomposition allows observing a correspondence between wavelet scale and frequency; therefore, wavelets are related to a signal's harmonic analysis.",0
1736,"Such division is constituted as one of the expressions of the reconfiguration of global capitalist power and it is done based on the reconstruction of a Eurocentric pattern of knowledge that since the XVIII century became one of the main instruments of the world power pattern and capitalist domination Quijano, 2000.",0
1737,Education and awareness are considered high.,0
1738,"In the same way, in the syllabi for the speech therapy program of the University del Valle, disability in childhood is approached taking as a point of reference the contributions that have been made from the discipline of speech therapy to describe and explain so-called “communication disorders,” analyzed in light of the new focuses of approaching disability.",0
1739,Nurses become worried and feel distressed to think about the future of patients and professionals who use drugs.,0
1740,"This universe of undergraduates is aware of the occupational risk factors, ie, the work context has generated gastrointestinal problems and allergies.",0
1741,"The following article aims to create awareness among those who conduct research in gastroenterology and digestive endoscopy about the enormous importance and responsibility of observance of rules and ethical principles that govern human research. scientific and clinical research, which becomes more important everyday in the areas of gastroenterology and digestive endoscopy, have made undeniable contributions to medical science and humanity, but they have also raised sometimes entailed forgetfulness, carelessness or, at least, inadvertence in regard to the rules and principles of ethics in human research 1.",0
1742,"""All em ployees know the results of accidents and injury investigation and follow up actions"" factor was ranked in the third position among safety and health promotion group with RII = 0.529 and was ranked in the 49th position among all groups factors of quality.",0
1743,"Publicado por Elsevier España, S.L. Todos los derechos reservados.",0
1744,"Despite the good expertise of the local Firemen Corp, fire is the most dangerous and common catastrophe occurring in the urban area due to bad maintenance of electric systems, see Figure 19, and gas pipelines, building materials, lack of education and vandalism, but also in the surroundings forests and bushes mainly human-made events.",0
1745,Worker would not be familiar with the right method of implementing the imported standards and also will not be familiar with associated hazards of the tasks.,0
1746,"After 60 min of initiating the infusion, ICP dropped significantly 45% and 35%, respectively, without statistically significant differences in terms of the extent of the reduction in ICP between the two agents.",0
1747,,0
1748,Results were expressed in units of lysozyme per millimeter of serum.,0
1749,"Nevertheless, Western culture is very far from being able to present itself as a model to be imitated in issues such as the rights of ethnic minorities we can think of apartheid or sexual rights.",0
1750,"Any part of the final equation can be updated by adding new descriptors, changing a part or eliminating an undesired segment.",0
1751,It is then followed by an overview of private housing management in Hong Kong.,0
1752,"Some women from the high-SES canton reported that they would eat more fish, shrimp, salad and whole wheat products as part of their ideal meal.",0
1753,"The model assumes that results are an expected consequence of care provided, although it is recognized that not all results can be exclusively attributed to processes and, therefore, not all processes will be directly and clearly determined by the structure.",0
1754,"Third, this study was conducted in a single center, with the same operator. Diagnostic yield is a learning curve-dependent variable, and this can reduce result applicability to other centers with less experience in EBUS-TBNA.",0
1755,Saturation of transferrin >45% has a sensitivity of 58% and a specificity of 98% for detection of the C282Y homozygote.,0
1756,"For this, it is indispensable to recommend the patient not to apply or take antimycotic medication before the sample collection.",0
1757,The sample studied n=300 was chosen from the total of admittances n=708.,0
1758,"These practices improve soil structure, maintain biodiversity and reduce the need for inorganic fertilizers; vi promotion of agroforestry trees in the farms to obtain fibres, fruits and medicinal products. In addition, they contribute to erosion control, biodiversity conservation and increase carbon capture by agroecosystems.",0
1759,"In healthy pregnant women, engaging in physical exercise regularly, even low intensity, can be a potentially effective low-cost method to improve psychological well-being, besides, helping to get some sleep and maintain it.",0
1760,"These migrants crossed borders secretly as stowaways in ships, trucks, buses or small vessels named ""pateras"". They had hardly any contact with human trafficking and smuggling networks because their migrations were mostly autonomous or spontaneous migrations that did not require excessive planning.",0
1761,The 34 patients treated medically for P0 and P1 lesions had no rebleeding during follow-ups ranging from 3 months to three years.,0
1762,All presented amounts of money include value added tax with 16% in 2006 and 19% since 2007.,0
1763,"In order for trainees 2 and 4 to reach an 80% success rate with an unacceptable 40% failure percentage, they needed 22 and 16 cases, respectively. Overall, 100 cases were analysed.",0
1764,"The results of this study are consistent with the findings of other researchers around the world, regarding the benefits of using the checklist for surgery and the decline in the number of adverse events, and it is an incentive to do new research to measure the effects of the implementation of the checklist and of the patient's safety policies in Colombian hospitals.",0
1765,Most of the people using dietary supplements do not stop using conventional medications prescribed by their physicians.,0
1766,Previous studies suggest a predictive role for CEA as well as for DD in cases of CRC 4.,0
1767,"We will not stop insisting on our presence and our permanent editorial improvement where social issues, specifically communication, are a contribution with points of view, questions, and ways to understand current world.",0
1768,This aspect coincides with low schooling.,0
1769,"As if by having taken a certain distance and assuming an outside position by more clearly adopting the role of ethnographer, I had allowed myself to penetrate much more deeply into the practice itself, capitalizing, in my body and for the action, on the tools obtained from the previous instances of observation and reflection.",0
1770,"More equal representation, supporters argue, is not only just -women form half the population and thus should occupy half of all decision-making positions- but also enhances the likelihood that all citizens' concerns will be reflected in public policy, in turn sparking greater citizen engagement with and confidence in political institutions ; .",0
1771,"The water to cement ratio 0.48 was adopted and based on the 1:3 ratio, the replacement of fine aggregates by SCBA was performed in percentages of 0%, 3%, 5%, 8% and 10%.",0
1772,"3 correct use of inhalers, spacers and nebulizers",0
1773,"The first work is called “Is it Possible to Empower Leadership Skills at University?”, resulting from the association of Professors Carmen delia dávila Quintana, José-Ginés mora, Pedro Pérez vázquez and luis eduardo vila, who are linked to universities in spain and the United Kingdom.",0
1774,"From this, it can be said that the different scales of thinking and intervention are interwoven in a series of proposals and projects to provide quality urban responses for everyday life.",0
1775,Access to patient clinical records and surgical notes was also obtained by means of an informed consent.,0
1776,"In addition, the physicians came from different cities in Brazil and from other Latin American countries. Due to confidentiality considerations and to not bias the responses, the authors decided not to communicate the survey participants’ cities of origin.",0
1777,"The field is newly interpellated and demands restructurings and a renewed effort to reconsider the insertion of Social Work in the social relations that define the current scenario, as well as the impact of the current social transformation at the heart of the profession, professional training and the production of knowledge.",0
1778,This research proved that variation in this exponent 'n´ value was an indicator of the evolution of the asphalt structure caused by aging and the decrease of temperature inducing a change in asphalt´s viscoelastic behaviour.,0
1779,The trapezoidal samples were elaborated in such a way to present the same density of the specimens in Marshall tests.,0
1780,"2. TRAM Metropolitano de Alicante is the brand of the tram network that runs through the metropolitan area, the Costa Blanca Axis and the inner city of Alicante, serving a population of more than half million from the Benidorm end to seven hundred thousand people in the Denia area.",0
1781,"Later we will discuss the concept of “learning to be affected” Latour, 2004, which allows one to grasp phenomenon as the co-production between subject and object.",0
1782,"Shapiro et al. studied the records of 1524 patients treated with morphine between 1.999 and 2.002, to establish the incidence of respiratory depression defined as 10bpm or less, based on three scenarios: 700 patients of which 46% received PCA-IV morphine; 680 patients - 45% - received epidural morphine, and 144 patients - 9%, received intrathecal single dose morphine.",0
1783,"The content analysis method was used to study qualitative data obtained from notes, audio and visual recordings of workshops, interviews and surveys.",0
1784,"From lateral and occlusal perspective, positive changes were observed in the position of the teeth. Anterior teeth were tilted to the back, anterior bite was achieved, as well as occlusal harmony. All these factors yielded acceptable esthetic results Figures 13, to 15.",0
1785,"Figure 3 shows the conceptual dimensions identified by analysis of clusters in the group of youth participants, which followed two large dimensions: one being 'contagion' and the other being the 'future'.",0
1786,Data for the respective periods was first obtained for CGS and then for health.,0
1787,This method allowed for the procurement of high quality genomic DNA for the amplification through PCR of the ITS regions of the rDNA.,0
1788,"The following factors were considered: 1 filling material maladjustement, 2 fissures, cracks cracked appearance and fractures.",0
1789,The vascular access and the need to proceed to advanced monitoring are evaluated Table 2.,0
1790,"We hope that in the near future, with new nursing degree students being guaranteed training in cultural competences, new nurses will have less prejudicial attitudes than those currently working, thus influencing the need to train present professionals in order to obtain the necessary cultural competences for the correct understanding of the health-disease, communication and cultural knowledge processes, as well as healthcare professionals recognising their own attitudes in order to manage them effectively and modify them when necessary.",0
1791,We have worked with them sharing their everyday life and observing their political processesfor approximately five years.,0
1792,"The practice of resuscitation has shown that poor use of the defibrillator automatic or manual is one of the most frequent medical errors. For this reason, it is vital that personnel working in the surgical area operating, recovery and hospitalization rooms know how the apparatus that they have at their disposal works in order to avoid, on one hand, accidents, and on the other hand, not providing an electric shock that could save a life on time.",0
1793,"However, firm attachment usually takes a few hours.",0
1794,"However, in Tepango and Tecoanapa, where M. phaseolina was also detected, though less frequently 4.2 % and 3.8 % respectively, P. parasitica was isolated more frequently Table 2, which is why the latter was considered to be the cause of the disease.",0
1795,Correlations,0
1796,"Hence, the empirical solution proposed by Leontief is to distribute the transportation costs in an equal ratio for all the products of a branch.",0
1797,"Neoplasias that require an external agent to acquire and deposit these salts are called argyrophilic, and they display a more benign behavior.",0
1798,Another support for families is determined by the role of professionals of early intervention services.,0
1799,This disaggregated measure of the distribution of partisan power along Mexico's federation provides us with the most accurate measure to test implications of the coordination hypothesis and to more directly test the conflict hypothesis.,0
1800,"of time, it is important to consider, aside from vitamin K, a dose of 10 ml/kg-15ml/kg of fresh frozen plasma FFP.However, its processing and administration take time, and it is also associated with transfusion risks transfusion acute lung injury or TRALI, excess fluid burden, risk of infection, anaphylactic reactions; moreover, it might be insufficient in reverting hyper-anticoagulation states.",0
1801,"The results of this research allow the optimal use of native strains of Rhizobium in growth and fixation of N used as biofertilizer in the cultivation of matarratón for feeding cattle in the Colombian Caribbean region; presenting an overview of the relationship between mineral nutrition and disease development and discussing the beneficial effects of silicon in crops, its mobility in soil, assimilation process and influence on resistance to diseases caused by fungi.",0
1802,"The conditional exceeding probability of spectral acceleration for a specific period given radius and magnitude PSA ≥ sa / r,m of Equation 1, is evaluated by means of the aforementioned attenuation equation.",0
1803,"On the other hand, we expect health professionals to understand the power of having the possibility of developing a relationship with patients under the idea of the living work in act.",0
1804,"Within this model, interventions are focused on a specific type of disaster, and they develop action strategies based on the precipitating factors of the event.",0
1805,The collective interest variables include the perceived value of the public good concerned and self efficacy of the individual and collective efficacy of the group in providing the public good.,0
1806,In 2009 the system was completed with the incorporation of eco-design standard UNEI5030I and work safety and health standard OHSASI800I.,0
1807,"So, if used as adjutant for the use of instruments in the root canal, chelating agents do not directly contribute to the enlargement of the apical portion of the root canal; the softening of the middle and coronal third gives the operator more space to efficiently use instruments in the non chelated portion.",0
1808,"In some cases, LMWH were used in prophylactic indications not yet approved by any international guideline.",0
1809,Industrial coatings widely used in Colombia were used to determine CrN and CrN/CrN coating performance.,0
1810,"Only then, does attachment becomes sufficiently strong to resist conventional washing, rendering their removal more difficult.",0
1811,"2 Professor in the Gastroenterology Unit of the Department of Internal Medicine at the Universidad Nacional de Colombia, Hospital El Tunal, Clínica Fundadores, and Clínica de la Mujer in Bogotá, Colombia.",0
1812,"Fortunately, hepatitis C infection is not common in our environment and accounts for only 12% of all patients transplanted at this center.",0
1813,"It would be difficult to explain an emphatic use, for example ‘the person themselves’ developing from the idea of ‘vital breath’, without an intermediate point of meaning as ‘the person as a whole’.",0
1814,"Therefore, this study additionally sought to contribute to the understanding of these determinants, in particular the relationship there is between income and life satisfaction.",0
1815,"As for the ACE I/D gene polymorphism, there was a greater number of controls with the ACE I/D polymorphism, without being significant.",0
1816,"With the reorganization of health groups in 1867, two military Health Brigades were created, one for the whole Peninsula and another one just for Cuba.",0
1817,"Thus, our current issue is ordered into three 3 sections: Accounting, Financial Management and Globalization, and Finance.",0
1818,"2 Upon finishing the information collection, we proceeded to profound analysis of the interviews.",0
1819,"Parasitological diagnosis reveals a high number of triatomines infected by T. cruzi infection index of 9.4%, especially R. prolixius and T. maculata.",0
1820,"These processes are not linear and can be crossed by internal conflicts and disagreements, as showed for anti-nuclear groups.",0
1821,"Once the indices were calculated, the main differences between the VIs were estimated, using the raster calculation for the evaluated years.",0
1822,The case of hepatosplenic peliosis that we presented occurred in a 60 year old woman.,0
1823,"In contrast to RBMA, the PBD analysis indicated a replacement dominated by highly phylogenetically related species PßSNE = 0.79.",0
1824,"No statistically significant differences between 12, 16 and 24 weeks of treatment were found 26, 27.",0
1825,"Therefore, the sustainable use of water must include a reduction of the physical and commercial losses by the service operator, social equity in water delivery, coresponsible management among management institutions, operators and users of the service and, most importantly, the effective increase of water reuse.",0
1826,"Data from the Red de Vigilancia Microbiológica Valenciana RedMIVA depending on the ""General Direction of Public Health"" Dirección General de Salud Pública was used as the source of information.Results: During the studied period, 14 cases were detected.",0
1827,Data sources,0
1828,"If studies on gender and sexuality have been characterized for their permanent tension between academic and political fields, and between biographic dimensions implied and production rules and validation of social knowledge, how do the current processes of academic professionalization, ruled by assessment and accreditation, affect these tensions?",0
1829,"To improve the visualization of lesions, they may be irrigated with either water or acetic acid as described by Dr. Guelrud 13.",0
1830,"This assumption was reflected clearly in the explanation Linnaeus offered of how, over time, vegetation had spread from the equator towards the poles.",0
1831,"This research also found other emergency urban landscapes which, despite not having a restoring capacity, should also be included in this discussion as they satisfy the needs that arise in the aftermath of a catastrophe.",0
1832,"All of these studies show the need to improve the didactic training of university faculty, while considering what affirmed:",0
1833,"Within this scope, works such as Binet’s were developed addressing the concept of an intelligence quotient, which opened up a new range of terms for children who were below normal.",0
1834,There were no differences for biliary drainage 98.5% vs. 98.6%.,0
1835,"Cardioversion is indicated in emergencies, having no impact on haemodynamics or foetal wellbeing.",0
1836,These protocols were submitted to and approved by the Committee of Ethics in Research of the university where the study was performed.,0
1837,The DHS 2008 comprised women aged between 15 and 49 years.,0
1838,Computed tomography with contrast may be useful for the detection of localized areas of lymphangiectasia.,0
1839,"Regardless of all existing fashions to treat aggressive periodontitis, prognosis depends upon the following factors: whether the disease is localized or generalized, degree of destruction present at diagnosis time as well as the operator's skill to control future progression.",0
1840,"Tele-care was shown to influence improvements in levels of depression, in quality of life, decreasing visits to the emergency room and greater adherence to medical recommendations, support in the case of falls, giving a feeling of security and reduction in anxiety, the perception of more independent life and, with relation to the caregiver/relative, more free time, peace of mind and security.",0
1841,The results of this study justify the importance of analyzing a sample with validated and accessible instruments for further diagnosis and treatment of voice disorders in teachers.,0
1842,"Backes, Koerich, and Erdmann state that for humanized care to occur we must consider a hospital environment guided by humane people with all their dimensions; additionally, ''humanized care begins when the professional enters the patient's phenomenological field and is capable of detecting, feeling and interacting with the patient, that is, is capable of establishing a relationship of empathy centered on caring for the client and within an environment to perceive the other's experience and how it is being experienced by that other''.",0
1843,The nurses consider treatment as an obligation that patients must accept sine qua non.,0
1844,This model was especially made for areas where current reports on damages of buildings do not exist.,0
1845,Data analysis,0
1846,"Finally, at the suggestion of the ASSE authorities, contact was established with the HCGPC where the research was then conducted.",0
1847,"The families with the highest chance of receiving the single family subsidy a proxy variable for the overall family benefits were those with the following characteristics: relatives, absent father, small size, high rate of dependence and high income generating capacity.",0
1848,"According to the Jacobin model, this should no be first, as the first instance should come the revolutionary dictatorship, and only then the realm of virtue.",0
1849,"In this sense, it is the common heritage of humanity and should be recognized and affirmed for the benefit of present and future generations. , p.",0
1850,"The primary diseases associated with asbestos exposure are mesotheliomas, lung cancer, and asbestosis.",0
1851,"This study proved through isolation and identification of the microorganism the presence of C. abortus in the investigated herds, strongly suggesting that the abortions that occurred shortly before sampling could have been caused by C. abortus.",0
1852,"In our case, the site was the lower jaw, this is in agreement with frequency reported in scientific literature.",0
1853,"Trainees 2 and 4 crossed the upper decision boundary, showing low-performance periods, although the behaviour of the two learning curves is completely different, and so is the analysis Fig.",0
1854,Clearance is up to 12 h and allows discrimination of the possibility for any type of surgical re-intervention.,0
1855,"One of the advantages of the existence of spherical shapes in these materials is that it favors the packing of particles inside the FTPC, improving the concrete's fluency and workability.",0
1856,"Every individual experiences an emotion in a unique manner, depending on his/her prior experiences, learning, character and concrete situation.",0
1857,"In total, 146 patients with schizophrenia 55% men and 80 caretakers 75% women participated.",0
1858,"Human anti-rabies immunoglobulin is not applied to ambulatory patients outpatients; it is only given to patients requiring hospitalization, or in cases when the aggressor animal cannot be put in observation or is an unknown animal. Results shown in the present study were gathered along three years from March 2006 to May 2009, based upon duty hours and Maxillofacial Surgery Service database Regional Hospital ''Lic. Adolfo Lopez Mateos'' ISSSTE, Mexico City. The aforementioned data revealed a total of 58 patients with dog-bite wounds.",0
1859,"Exponential distribution mean being b* Ross, 2006, pp. 419 and Pareto distribution mean Xmin√2 Janicki and Simpson, 2005, pp. 294, the following comparison was made:",0
1860,The marked effect on minimum ignition energy with changes in air composition was important in this study due to its effects on ignition times and air-biogas mixture flammability intervals.,0
1861,"In Colombia is second and in the Department of Antioquia, as in the rest of the world, is number one.",0
1862,"As we move forward, PAHO/WHO will continue to play a key role in supporting national regulatory authorities, to support the development of the regulatory frameworks and systems that meet national needs, and to provide technical cooperation to strengthen capacity, increase transparency and promote increasing levels of regulatory convergence within the Region of the Americas and beyond.",0
1863,"Even in the maximum level, the earthquake category, the recycled structure did not collapsed Xiao T., Ding T. and Pham T., 2015.",0
1864,Human population genetics in Mexico presents special problems in terms of the way samples used in the research are obtained.,0
1865,"In our opinion, the analysis of the case of the Spanish Empire is useful to prove the general validity of the imperial perspective because it helps to observe in an especially explicit way the transversal connections hidden in other empires.",0
1866,"More recently Ostuni et al. and Bruno Roche and Didier Samuel have described reactivations and severe histories of hepatitis with the use of other immunomodulators/immunosuppressants such as rituximab, infliximab and other anti-TNFs used to treat rheumatologic diseases or intestinal inflammatory disease 2, 3.",0
1867,"Dentists will then be able to offer specialized treatment which will consist upon dental rehabilitation, prevention of diseases of mouth and teeth, as well as dental education targeted to parents.",0
1868,"PBC and AIH usually affect women between 40 and 60 years of age. PBC affects 10 women for every man it affects 12, while AIH affects four times as many women as men 14. In contrast, PSC mostly affects men between the ages of 25 and 40.s.",0
1869,"This structure was evaluated by employing structural reliability techniques, which are the bases on which codes have been calibrated and implemented worldwide.",0
1870,"The IM reports that the inhabitants of this neighborhood correspond to low-income people, earning less than two minimum wages close to US$ 600.",0
1871,"S1. Based on the 17 virus genotypes discovered, we estimated a maximum richness of 23 genotypes using a Chao2 statistic model Chao and Jost, 2012.",0
1872,"Despite their promises, some of these forms of technoscience have not come close to fulfilling what they set out to do; indeed, they have created certain threats , p.126.",0
1873,"When the foreign body reaches the duodenum and passes through the intestine, abdominal pain can occur in association with obstruction or partial obstruction 13, 19, 30, 50. If the object passes through to the rectum, the patient may develop rectal bleeding 14, 29, 51, 63.",0
